codice,geo,tp_code,tp_nome,ts_code,ts_nome,att_code,descrizione,foto_riferimento_rilevante
L218354,L,2,Arredo urbano,18,CANCELLO,354,sbarra mobile,si
L218355,L,2,Arredo urbano,18,CANCELLO,355,tornello,si
L219000,L,2,Arredo urbano,19,PANCHINA,000,panchina generica - linea,no
L219004,L,2,Arredo urbano,19,PANCHINA,004,panchina in pietra - linea,si
L219010,L,2,Arredo urbano,19,PANCHINA,010,panchina in cemento - linea,si
L219012,L,2,Arredo urbano,19,PANCHINA,012,panchina in legno - linea,si
L219019,L,2,Arredo urbano,19,PANCHINA,019,panchina in PVC/plastica - linea,si
L219024,L,2,Arredo urbano,19,PANCHINA,024,panchina in ferro - linea,si
L219028,L,2,Arredo urbano,19,PANCHINA,028,panchina in plastica riciclata - linea,si
L219400,L,2,Arredo urbano,19,PANCHINA,400,panchina in legno a 16 listelli - linea,si
L219401,L,2,Arredo urbano,19,PANCHINA,401,panchina in legno a 4 listelloni - linea,si
L219402,L,2,Arredo urbano,19,PANCHINA,402,panchina con fioriera - linea,si
L219403,L,2,Arredo urbano,19,PANCHINA,403,"panchina tipo ""muretto"" - linea",si
L219404,L,2,Arredo urbano,19,PANCHINA,404,panchina in legno a 16 listelli commemorativa - linea,si
L219405,L,2,Arredo urbano,19,PANCHINA,405,panchina in legno a 4 listelloni commemorativa - linea,si
P219000,P,2,Arredo urbano,19,PANCHINA,000,panchina generica - punto,no
P219004,P,2,Arredo urbano,19,PANCHINA,004,panchina in pietra - punto,si
P219010,P,2,Arredo urbano,19,PANCHINA,010,panchina in cemento - punto,si
P219012,P,2,Arredo urbano,19,PANCHINA,012,panchina in legno - punto,si
P219019,P,2,Arredo urbano,19,PANCHINA,019,panchina in PVC/plastica - punto,si
P219024,P,2,Arredo urbano,19,PANCHINA,024,panchina in ferro - punto,si
P219028,P,2,Arredo urbano,19,PANCHINA,028,panchina in plastica riciclata - punto,si
P219400,P,2,Arredo urbano,19,PANCHINA,400,panchina in legno a 16 listelli - punto,si
P219401,P,2,Arredo urbano,19,PANCHINA,401,panchina in legno a 4 listelloni - punto,si
P219402,P,2,Arredo urbano,19,PANCHINA,402,panchina con fioriera - punto,si
P219404,P,2,Arredo urbano,19,PANCHINA,404,panchina in legno a 16 listelli commemorativa - punto,si
P219405,P,2,Arredo urbano,19,PANCHINA,405,panchina in legno a 4 listelloni commemorativa - punto,si
L220000,L,2,Arredo urbano,20,CANALINA DI SCOLO ACQUE,000,canalina di scolo generica,no
L220010,L,2,Arredo urbano,20,CANALINA DI SCOLO ACQUE,010,canalina di scolo in cemento,si
L220019,L,2,Arredo urbano,20,CANALINA DI SCOLO ACQUE,019,canalina di scolo in PVC,si
L220455,L,2,Arredo urbano,20,CANALINA DI SCOLO ACQUE,455,canalina di scolo con griglia,si
L220456,L,2,Arredo urbano,20,CANALINA DI SCOLO ACQUE,456,canalina di scolo senza griglia,si
L220461,L,2,Arredo urbano,20,CANALINA DI SCOLO ACQUE,461,gronda di edificio,si
P221000,P,2,Arredo urbano,21,POZZETTO,000,pozzetto generico,no
P221019,P,2,Arredo urbano,21,POZZETTO,019,pozzetto in PVC,si
P221023,P,2,Arredo urbano,21,POZZETTO,023,pozzetto in lamiera,si
P221024,P,2,Arredo urbano,21,POZZETTO,024,pozzetto in ferro,si
P221452,P,2,Arredo urbano,21,POZZETTO,452,pozzetto con chiusino in cemento,si
P221453,P,2,Arredo urbano,21,POZZETTO,453,pozzetto con chiusino in ghisa,si
P221454,P,2,Arredo urbano,21,POZZETTO,454,pozzetto con caditoia a bocca di lupo,si
P221462,P,2,Arredo urbano,21,POZZETTO,462,pozzetto con caditoia in cemento,si
P221463,P,2,Arredo urbano,21,POZZETTO,463,pozzetto con caditoia in ghisa,si
P222000,P,2,Arredo urbano,22,FONTANELLA,000,fontanella generica,no
P222004,P,2,Arredo urbano,22,FONTANELLA,004,fontanella in pietra,si
P222056,P,2,Arredo urbano,22,FONTANELLA,056,fontanella in acciaio,si
P222459,P,2,Arredo urbano,22,FONTANELLA,459,fontanella tipo Milano,si
P223457,P,2,Arredo urbano,23,IDRANTE,457,idrante interrato,si
P223458,P,2,Arredo urbano,23,IDRANTE,458,idrante emergente,si
P224000,P,2,Arredo urbano,24,CESTINO,000,cestino generico,no
P224257,P,2,Arredo urbano,24,CESTINO,257,cestino grande,si
P224258,P,2,Arredo urbano,24,CESTINO,258,cestino piccolo,si
P224282,P,2,Arredo urbano,24,CESTINO,282,cestino raccolta differenziata,si
P224283,P,2,Arredo urbano,24,CESTINO,283,cassonetto,si
P230700,P,2,Arredo urbano,30,ACCESSO,700,accesso principale,si
P230701,P,2,Arredo urbano,30,ACCESSO,701,accesso principale con civico,no
P230702,P,2,Arredo urbano,30,ACCESSO,702,accesso secondario,si
P230703,P,2,Arredo urbano,30,ACCESSO,703,accesso secondario con civico,no
P232457,P,2,Arredo urbano,32,ELEMENTO DEL SISTEMA DI IRRIGAZIONE,457,allaccio irrigazione interrato,no
P232458,P,2,Arredo urbano,32,ELEMENTO DEL SISTEMA DI IRRIGAZIONE,458,allaccio irrigazione emergente,no
P232464,P,2,Arredo urbano,32,ELEMENTO DEL SISTEMA DI IRRIGAZIONE,464,centralina irrigazione,si
P232465,P,2,Arredo urbano,32,ELEMENTO DEL SISTEMA DI IRRIGAZIONE,465,valvola irrigazione,no
P232466,P,2,Arredo urbano,32,ELEMENTO DEL SISTEMA DI IRRIGAZIONE,466,irrigatore,si
P232467,P,2,Arredo urbano,32,ELEMENTO DEL SISTEMA DI IRRIGAZIONE,467,adduttore,si
S325000,S,3,Fruizione e gestione,25,AREA DI GESTIONE,000,area fittizia,no
S325500,S,3,Fruizione e gestione,25,AREA DI GESTIONE,500,limite area di gestione,no
S325999,S,3,Fruizione e gestione,25,AREA DI GESTIONE,999,area in attesa di censimento,no
L325500,L,3,Fruizione e gestione,25,AREA DI GESTIONE,500,grafo tratta stradale in gestione,no
P325500,P,3,Fruizione e gestione,25,AREA DI GESTIONE,500,chilometrica stradale in gestione,si
S326000,S,3,Fruizione e gestione,26,AREA AD ASSEGNAZIONE TEMPORANEA,000,area ad assegnazione temporanea generica,no
S326550,S,3,Fruizione e gestione,26,AREA AD ASSEGNAZIONE TEMPORANEA,550,area cantiere,si
S326551,S,3,Fruizione e gestione,26,AREA AD ASSEGNAZIONE TEMPORANEA,551,area sponsor,si
S326800,S,3,Fruizione e gestione,26,AREA AD ASSEGNAZIONE TEMPORANEA,800,area temporaneamente inaccessibile,si
S326801,S,3,Fruizione e gestione,26,AREA AD ASSEGNAZIONE TEMPORANEA,801,area in concessione,no
S327000,S,3,Fruizione e gestione,27,AREA FUNZIONALE,000,area funzionale generica,no
S327450,S,3,Fruizione e gestione,27,AREA FUNZIONALE,450,area impianto di irrigazione,si
S327552,S,3,Fruizione e gestione,27,AREA FUNZIONALE,552,area gioco,si
S327553,S,3,Fruizione e gestione,27,AREA FUNZIONALE,553,area sport,si
S327554,S,3,Fruizione e gestione,27,AREA FUNZIONALE,554,area cani,si
S327555,S,3,Fruizione e gestione,27,AREA FUNZIONALE,555,area orti comunali,si
S327556,S,3,Fruizione e gestione,27,AREA FUNZIONALE,556,area colonia felina,si
S327557,S,3,Fruizione e gestione,27,AREA FUNZIONALE,557,area orti didattici,si
S327562,S,3,Fruizione e gestione,27,AREA FUNZIONALE,562,area oasi insetti pronubi,si
S327900,S,3,Fruizione e gestione,27,AREA FUNZIONALE,900,area sgombero neve,si
P399600,P,3,Fruizione e gestione,99,INFORMAZIONI GEODETICHE,600,vertice di stazione,si
P399601,P,3,Fruizione e gestione,99,INFORMAZIONI GEODETICHE,601,vertice d'inquadramento,si
S440558,S,4,Fattori ambientali,40,AREA SOGGETTA A MALATTIA,558,area di quarantena,no
S440559,S,4,Fattori ambientali,40,AREA SOGGETTA A MALATTIA,559,focolaio anoplophora,no
S440560,S,4,Fattori ambientali,40,AREA SOGGETTA A MALATTIA,560,focolaio cancro colorato,no
S441561,S,4,Fattori ambientali,41,INFRASTRUTTURE,561,intersezione con cavi elettrici filo-tramviari,si
P443299,P,4,Fattori ambientali,43,ANALISI SPECIALISTICHE,299,punto di analisi del terreno,no
S450901,S,4,Fattori ambientali,50,EVENTO ACCIDENTALE,901,sinistro in itinere,no
S450902,S,4,Fattori ambientali,50,EVENTO ACCIDENTALE,902,sinistro,no
S450903,S,4,Fattori ambientali,50,EVENTO ACCIDENTALE,903,sinistro con richiesta di risarcimento,no
S450904,S,4,Fattori ambientali,50,EVENTO ACCIDENTALE,904,sinistro ai danni del patrimonio comunale,no
